"StockID","TermYear","peel","full.data.mult","missing.data.mult","filled.data.mult"
"Stock9",2019,0,1.1615477793687,1.21104402688432,1.21755160407843
"Stock9",2018,1,1.24128540909951,1.17153714621053,1.20279736349005
"Stock9",2017,2,1.11935934836772,1.10819671697516,1.07312025906593
"Stock9",2016,3,0.818644909685206,0.783976064367623,0.844933707017641
"Stock9",2015,4,0.732900059119744,0.624181182493809,0.636633767420033
"Stock9",2014,5,0.76195515550209,0.844393302423654,0.949155490795836
"Stock9",2013,6,0.926569770604533,0.783495914942663,0.964300143323732
"Stock9",2012,7,1.04543279080295,0.912292040599976,1.00896715259265
"Stock9",2011,8,1.10591313176174,1.0283077806716,1.00431458420628
"Stock9",2010,9,1.13770631223542,1.1711440114327,1.21151576575437
"Stock10",2019,0,0.584112178060544,0.646868641196259,0.715427304567913
"Stock10",2018,1,0.799699026276644,0.806554691582869,0.889579708920693
"Stock10",2017,2,1.01187164452362,0.960715302581095,0.999871623530857
"Stock10",2016,3,1.19676558635717,1.155093135568,1.13546270449131
"Stock10",2015,4,1.51091291911282,1.70304527176174,1.54784093356714
"Stock10",2014,5,1.76179486224804,1.97287896095656,1.57094240602575
"Stock10",2013,6,1.15745107332473,1.21429928725344,1.16073657535331
"Stock10",2012,7,1.09507179108905,1.14687499763159,1.01428127849613
"Stock10",2011,8,0.880086088824537,0.885710785052319,0.966975753093368
"Stock10",2010,9,1.04069490445945,1.07363674485607,0.945493416637882
"Stock11",2019,0,0.799462047758827,0.713902990734123,0.780119520816456
"Stock11",2018,1,0.990094843661803,1.02294917292438,1.03826127125976
"Stock11",2017,2,1.2445422087134,1.21642225198505,1.1738006738913
"Stock11",2016,3,1.6081280213559,1.81534876878207,1.74770229858924
"Stock11",2015,4,2.43263668872369,2.57926760812672,2.0039543084726
"Stock11",2014,5,1.68115502542443,1.60946216410489,1.38111301079785
"Stock11",2013,6,1.30838024369251,1.4498495823796,1.3650415839993
"Stock11",2012,7,1.10796862210928,1.02202280017836,0.92733800058624
"Stock11",2011,8,0.799560206562859,0.716763019240085,0.734612588630354
"Stock11",2010,9,0.973325194806951,1.12918252964602,1.09448816786107
"Stock12",2019,0,0.799462047758827,0.713902990734123,0.780119520816456
"Stock12",2018,1,0.990094843661803,1.02294917292438,1.03826127125976
"Stock12",2017,2,1.2445422087134,1.21642225198505,1.1738006738913
"Stock12",2016,3,1.6081280213559,1.81534876878207,1.74770229858924
"Stock12",2015,4,2.43263668872369,2.57926760812672,2.0039543084726
"Stock12",2014,5,1.68115502542443,1.60946216410489,1.38111301079785
"Stock12",2013,6,1.30838024369251,1.4498495823796,1.3650415839993
"Stock12",2012,7,1.10796862210928,1.02202280017836,0.92733800058624
"Stock12",2011,8,0.799560206562859,0.716763019240085,0.734612588630354
"Stock12",2010,9,0.973325194806951,1.12918252964602,1.09448816786107
"Stock13",2019,0,0.860968631669674,0.81299759045603,0.893696009013198
"Stock13",2018,1,0.957968982024093,0.929547852774743,1.01671955347221
"Stock13",2017,2,1.04916642307247,0.985619387292848,1.03348632171719
"Stock13",2016,3,1.0201425028992,0.900889117024669,1.00665382940209
"Stock13",2015,4,1.12399685036689,1.05350859587895,1.09793300636591
"Stock13",2014,5,1.19963600340626,1.13675990051078,1.24897297782567
"Stock13",2013,6,1.3029130605298,1.11292205324859,1.12072747786885
"Stock13",2012,7,1.18614398866116,1.10891237773488,1.2756423786745
"Stock13",2011,8,1.42577461566576,1.21860243564612,1.22880697854371
"Stock13",2010,9,1.35016676498414,1.24806784056827,1.28270345327572
"Stock14",2019,0,1.22706338284946,1.09797153012736,1.11932504988855
"Stock14",2018,1,0.93158306827809,0.855307753939867,0.966818127025792
"Stock14",2017,2,0.774564916958131,0.588888275290102,0.594637694323091
"Stock14",2016,3,0.617693406438626,0.680415793180067,0.774530891997052
"Stock14",2015,4,0.811055499787835,0.79307023730882,0.795075753242436
"Stock14",2014,5,0.866422707138086,0.901337584834374,0.939819876756163
"Stock14",2013,6,1.01840074703476,0.970108238356,0.990568197280142
"Stock14",2012,7,1.17181488470009,1.22284739188195,1.26178486493999
"Stock14",2011,8,1.28813651714349,1.2204971726143,1.11035621855061
"Stock14",2010,9,1.06366826301634,1.05616526353525,1.08836600153382
"Stock15",2019,0,1.08673246098353,0.946880891549086,0.907936797012718
"Stock15",2018,1,0.95722136042243,0.983600986184546,1.0254729455643
"Stock15",2017,2,1.09938076467363,1.04569549813437,1.02788066479942
"Stock15",2016,3,1.04982264882498,1.17507211424456,1.10960992734906
"Stock15",2015,4,0.839629294259798,0.802483287682659,0.818209850071783
"Stock15",2014,5,0.786697706554269,0.804763693874208,0.846055835932933
"Stock15",2013,6,0.742786903525193,0.627611348063524,0.777097981001115
"Stock15",2012,7,0.799348777834233,0.757885415026311,0.8324071864234
"Stock15",2011,8,0.954641700518635,1.0149073441556,0.981182974123138
"Stock15",2010,9,0.997940572615018,0.892692853975576,0.953194137868141
"Stock16",2019,0,0.949235223347495,0.651030054500909,0.732658044972675
"Stock16",2018,1,0.790736467965704,0.712519186170039,0.900780146250335
"Stock16",2017,2,1.01432327875738,0.940646562221102,0.997290842382853
"Stock16",2016,3,1.0029758987999,1.05487358451258,0.993387934065293
"Stock16",2015,4,0.808447691548206,0.7106856058206,0.735208054723547
"Stock16",2014,5,0.918989212916154,1.00801967368736,1.06173182604362
"Stock16",2013,6,1.03324520671646,0.910824888762687,1.00415651191289
"Stock16",2012,7,1.0565375518229,0.983974293592612,1.13470603545402
"Stock16",2011,8,1.15101370426051,0.992181134304111,0.978810341105943
"Stock16",2010,9,0.979630022093234,0.965439708038259,1.08303505264004
"Stock17",2019,0,0.991984776215032,0.94593375380578,1.00610201998894
"Stock17",2018,1,1.32649162737511,1.51310443218964,1.96963149383767
"Stock17",2017,2,2.19160451126012,2.03627190827856,1.46799952260983
"Stock17",2016,3,1.02576012996906,0.474704654143417,0.222596216721601
"Stock17",2015,4,0.586543177163128,0.648725296472817,0.273671905636429
"Stock17",2014,5,0.678552669986373,0.791459916925305,0.343583519390957
"Stock17",2013,6,0.782668298113705,0.984276049142666,0.699235826624483
"Stock17",2012,7,0.744410014641036,0.718659100636885,1.26496250994564
"Stock17",2011,8,1.22573358061337,0.945884019000062,2.43299484454954
"Stock17",2010,9,4.38624741858597,4.07152060804853,9.05020358023833
"Stock18",2019,0,0.930619694929311,0.477631609656603,0.607412429103175
"Stock18",2018,1,1.02864694012683,1.07571804214533,1.05913995154026
"Stock18",2017,2,1.41518394206907,1.6521305941872,1.50176623357662
"Stock18",2016,3,1.14696862861191,1.09122005697583,0.91467703246846
"Stock18",2015,4,0.731246383363968,0.828144197486815,0.62207231900838
"Stock18",2014,5,0.604364017957697,0.800836603283603,0.814025427256373
"Stock18",2013,6,0.710183613731175,0.286774201003883,0.433584088405997
"Stock18",2012,7,1.14454823328132,1.42937595823178,1.18292085987842
"Stock18",2011,8,0.846696887457095,0.522334152435301,0.635764843176606
"Stock18",2010,9,1.67133674191506,1.55044794871882,2.20492990913435
"Stock19",2019,0,0.762512426935681,0.958434339518776,1.28022628941831
"Stock19",2018,1,1.11360522501665,0.819882484314733,0.97286428438101
"Stock19",2017,2,1.22347408726433,1.39225919710675,1.13984805654942
"Stock19",2016,3,1.20026769134062,1.26904886247637,0.575929132841678
"Stock19",2015,4,1.67013712050437,2.09767128526932,0.350812499755312
"Stock19",2014,5,0.562051750376557,0.547119676606528,0.6237413997078
"Stock19",2013,6,0.835093813550766,0.91585058135466,0.427880766868435
"Stock19",2012,7,0.789291800501534,0.890380526821209,0.291339247671946
"Stock19",2011,8,0.885815100269397,1.1311395048265,0.577742905395717
"Stock19",2010,9,0.940348911757723,1.07754875711282,0.578629595620994
"Stock20",2019,0,0.652085879673947,0.883938899863481,0.645833375021367
"Stock20",2018,1,0.813328052813026,0.75280786427219,0.666991366205012
"Stock20",2017,2,1.17654674491759,1.44833289177283,1.10762578013559
"Stock20",2016,3,1.22142342761922,1.41632796139459,0.298646381644321
"Stock20",2015,4,1.75472737084039,2.21202811493518,0.213321175130645
"Stock20",2014,5,0.476624716289503,0.465220075257351,0.444349324295066
"Stock20",2013,6,0.725810324276122,0.792129833801644,0.310210055860934
"Stock20",2012,7,0.759188457481712,0.880017133749681,0.289267298588734
"Stock20",2011,8,0.925606889865665,1.19215061615587,0.616916976687245
"Stock20",2010,9,1.00455077595631,1.18768949513772,0.602592175148983
"Stock21",2019,0,0.804391300425762,0.67317553006036,0.759786343486579
"Stock21",2018,1,0.664541573874402,0.562637617836686,0.753408485983138
"Stock21",2017,2,0.870561246186682,0.847198624237338,0.920272692787484
"Stock21",2016,3,0.894844856852297,0.721970985209962,0.904108153669373
"Stock21",2015,4,1.02422282021038,0.962282836364981,1.23734609116795
"Stock21",2014,5,1.11926053851256,0.64776019515537,0.824914020835011
"Stock21",2013,6,0.892501122005868,0.788752941985642,0.885146916854593
"Stock21",2012,7,0.938589885738756,0.83643649101712,0.924720718911497
"Stock21",2011,8,1.01931393659256,0.999662392060265,1.16706312236875
"Stock21",2010,9,1.10773674979386,0.981971936155243,1.02259336320354
"Stock22",2019,0,1.14327995870266,1.116793477133,1.24621135549347
"Stock22",2018,1,1.34590085391901,1.21321570566402,1.17826163131531
"Stock22",2017,2,1.14962771123544,1.1332241737208,1.11880698831013
"Stock22",2016,3,1.06230647210733,1.00491174084418,1.05536643753189
"Stock22",2015,4,1.07912437656426,1.05514551281263,1.00039418854835
"Stock22",2014,5,0.969124196210697,1.03925777578852,1.02161517815087
"Stock22",2013,6,0.833443519791702,0.768522790725675,0.925677794535763
"Stock22",2012,7,0.881716587361443,0.743954680178316,0.74808175931049
"Stock22",2011,8,0.846803796574542,0.91207457776734,0.888297306924845
"Stock22",2010,9,0.938140572095241,0.96292917421326,1.00500586592177
"Stock23",2019,0,0.82929730784395,0.685925904248662,0.806233561728236
"Stock23",2018,1,1.03795322501865,1.02296903936764,1.14547810386654
"Stock23",2017,2,1.27191907320304,1.13406397984847,1.24279418090045
"Stock23",2016,3,1.30621399466265,1.19848021020119,1.18063665174587
"Stock23",2015,4,1.09966636066294,1.00242369592773,1.01918653809443
"Stock23",2014,5,1.05449772563766,1.08334897154821,1.06323914246569
"Stock23",2013,6,0.951520755936991,0.882895997760819,1.04032923444623
"Stock23",2012,7,1.00944586656039,0.86268709429416,0.918330948528435
"Stock23",2011,8,0.92119662367335,0.849303506942691,0.905685942727639
"Stock23",2010,9,1.03671750181791,1.02008392993175,1.11783865470913
"Stock24",2019,0,0.67833160474237,0.579616063802199,0.652551455380346
"Stock24",2018,1,0.641265372230966,0.556837618394316,0.690738298661043
"Stock24",2017,2,0.821065980369447,0.944621782729483,1.07244045564539
"Stock24",2016,3,0.811935362419316,0.423953415758966,0.493646822205699
"Stock24",2015,4,0.633173801255757,0.544788192155294,0.695249897421918
"Stock24",2014,5,1.04678597643333,1.14342279410112,1.18777311857615
"Stock24",2013,6,1.10698117924245,1.01657910012093,1.11753633555028
"Stock24",2012,7,1.01098226799592,0.82688244014225,0.807657870883071
"Stock24",2011,8,0.882963854801004,0.897239714880861,1.11654843072863
"Stock24",2010,9,1.22435524156344,0.950041634218399,1.06494938792525
"Stock25",2019,0,0.861410969336832,0.756149655357475,0.791886288990921
"Stock25",2018,1,0.967166786774815,1.0312618531735,1.04797919290249
"Stock25",2017,2,1.05897005977507,0.995230310240521,1.05170305863653
"Stock25",2016,3,1.12300571443929,1.15158552515538,1.12815334374339
"Stock25",2015,4,0.969728887408927,0.890137990071994,0.875184774027009
"Stock25",2014,5,0.832202511812005,0.890494387628927,0.902048492816835
"Stock25",2013,6,0.806575681860824,0.76682412931845,0.863810105820481
"Stock25",2012,7,0.905775197089494,0.875706907001179,0.970977791589127
"Stock25",2011,8,0.972611622987533,0.788065609923002,0.960964156377031
"Stock25",2010,9,1.16111362175351,1.03439832153497,1.26866616107931
"Stock26",2019,0,1.06833320757467,1.15131785593553,1.17224492991711
"Stock26",2018,1,0.972726282135756,0.804160855485592,0.850065632216603
"Stock26",2017,2,0.855551577799882,0.842803129290519,0.797021845816143
"Stock26",2016,3,0.880150412344596,0.991471443106337,0.947430097284734
"Stock26",2015,4,0.893348901873187,0.90212670165368,0.979711448195653
"Stock26",2014,5,0.961672017256109,0.91030239612744,0.902998808224186
"Stock26",2013,6,0.900569299381678,0.935073589541032,0.858865189414688
"Stock26",2012,7,0.917077417375766,1.01609277799306,1.02834428634827
"Stock26",2011,8,1.07956420471907,0.974105346131783,1.09632701419684
"Stock26",2010,9,1.37243559904262,1.32100830493323,1.3287292446631
"Stock27",2019,0,1.33068282160456,1.22754453298996,1.14920421718733
"Stock27",2018,1,0.750072394112323,0.658912136675162,0.891083903092834
"Stock27",2017,2,0.718994118416019,0.658578605574143,0.73819913327517
"Stock27",2016,3,0.633846789353531,0.637563400070836,0.774815414409671
"Stock27",2015,4,0.58255313753411,0.490037711013134,0.559137048899953
"Stock27",2014,5,0.484515432082394,0.531789349794837,0.699563510078965
"Stock27",2013,6,0.583446697639272,0.399896225433967,0.514225725442833
"Stock27",2012,7,0.685551608819783,0.75682349048041,0.712192580610517
"Stock27",2011,8,0.779978087881542,0.802201939788846,0.93433620037928
"Stock27",2010,9,1.15225095872298,1.13334667306959,1.16275228655114
"Stock28",2019,0,0.982095521895805,1.31500006188228,1.02660861831813
"Stock28",2018,1,0.940236838271591,1.17266158386259,0.996323450470926
"Stock28",2017,2,0.901363346377207,0.887651959913213,1.16004659528208
"Stock28",2016,3,1.34702958336439,1.29908418289355,1.23211034446909
"Stock28",2015,4,1.05378699235808,1.02739343958584,0.834471423530863
"Stock28",2014,5,0.830231677964945,0.917199515658267,1.02537846794124
"Stock28",2013,6,1.33363604498535,1.28397882893984,1.23671574284923
"Stock28",2012,7,1.70201995651531,1.95112662705138,1.64474042488126
"Stock28",2011,8,0.821985458432489,0.585651346830683,0.668156905915678
"Stock28",2010,9,0.547830219872074,0.601062815717448,0.63030855130842
